Country,LastUpdate,Category,Indicator (text in app),value
GRC,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
IRL,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
LVA,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ROU,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SVK,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SWE,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,03.07.2020 10:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DNK,04.07.2020 13:44,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,04.07.2020 13:44,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
LTU,04.07.2020 13:44,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,05.07.2020 17:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,05.07.2020 17:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SWE,05.07.2020 17:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
AUT,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
EST,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
MLT,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
PRT,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ROU,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,06.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
NOR,07.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,07.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CZE,08.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FRA,08.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DEU,08.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
IRL,08.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,08.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HRV,09.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CYP,09.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,09.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
LUX,09.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
BGR,10.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DNK,11.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,11.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
LVA,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
NLD,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,12.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,13.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,13.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
MLT,13.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
PRT,13.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,13.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
EST,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
NOR,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
AUT,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,14.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FRA,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DEU,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
POL,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SWE,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,15.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HRV,16.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
BEL,20.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,20.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HRV,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CZE,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DNK,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
EST,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FRA,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DEU,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
GRC,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HUN,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
LVA,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
NLD,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SWE,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
AUT,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,21.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LVA,22.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,23.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
NLD,23.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,23.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,23.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,23.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HUN,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
MLT,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,24.07.2020 19:30,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ITA,25.07.2020 15:15,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
PRT,25.07.2020 15:15,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
AUT,25.07.2020 15:15,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
MLT,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ITA,27.07.2020 19:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DNK,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FRA,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HUN,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LVA,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,29.07.2020 19:16,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
SWE,30.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DEU,31.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ISL,31.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,31.07.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ITA,01.08.2020 18:00,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,03.08.2020 13:18,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
BEL,03.08.2020 13:18,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,03.08.2020 13:18,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
DNK,03.08.2020 13:18,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
